,country,year,total_gdp,suicides_no,population,suicides_rate,gdp_per_capita
1552,Paraguay,2014,30881166852,379,5877594,6.4482,5254.05
1553,Philippines,1992,52976344929,347,55304684,0.6274,957.9
1554,Philippines,1993,54368083953,846,56781569,1.4899,957.5
1555,Philippines,1997,82344260571,814,62772694,1.2967,1311.78
1556,Philippines,1998,72207028767,883,64252614,1.3743,1123.8
1557,Philippines,1999,82995145792,1043,65740201,1.5865,1262.47
1558,Philippines,2000,81026300311,1403,67243482,2.0864,1204.97
1559,Philippines,2001,76262072468,1204,68738092,1.7516,1109.46
1560,Philippines,2002,81357605642,1301,70256443,1.8518,1158.01
1561,Philippines,2003,83908206648,1544,71781489,2.151,1168.94
1562,Philippines,2006,122000000000,1788,76435755,2.3392,1596.11
1563,Philippines,2007,149000000000,1698,78008654,2.1767,1910.04
1564,Philippines,2008,174000000000,1820,79595888,2.2866,2186.04
1565,Philippines,2009,168000000000,2074,81193855,2.5544,2069.12
1566,Philippines,2010,200000000000,2116,82760992,2.5568,2416.6
1567,Philippines,2011,224000000000,2449,84201767,2.9085,2660.28
1568,Poland,1990,65977749037,4970,35164800,14.1335,1876.24
1569,Poland,1991,85500935935,5316,35396300,15.0185,2415.53
1570,Poland,1992,94337050693,5713,35605400,16.0453,2649.52
1571,Poland,1993,96045645026,5624,35792600,15.7127,2683.39
1572,Poland,1994,111000000000,5519,35960000,15.3476,3086.76
1573,Poland,1995,142000000000,5499,36104900,15.2306,3932.98
1574,Poland,1996,160000000000,5446,36243300,15.0262,4414.61
1575,Poland,1999,170000000000,5779,36575200,15.8003,4647.96
1576,Poland,2000,172000000000,5841,36233344,16.1205,4747.01
1577,Poland,2001,191000000000,5855,36295390,16.1315,5262.38
1578,Poland,2002,199000000000,5925,36347498,16.301,5474.93
1579,Poland,2003,218000000000,5836,36353775,16.0534,5996.63
1580,Poland,2004,255000000000,6072,36371596,16.6943,7010.97
1581,Poland,2005,306000000000,6045,36371365,16.6202,8413.21
1582,Poland,2006,345000000000,5805,36348232,15.9705,9491.52
1583,Poland,2007,429000000000,5284,36310843,14.5521,11814.65
1584,Poland,2008,534000000000,5682,36262711,15.669,14725.87
1585,Poland,2009,440000000000,6477,36223402,17.8807,12146.84
1586,Poland,2010,479000000000,6357,36027791,17.6447,13295.29
1587,Poland,2011,529000000000,6113,36008237,16.9767,14691.08
1588,Poland,2012,500000000000,6368,36013446,17.6823,13883.7
1589,Poland,2013,524000000000,6218,36023694,17.2609,14545.98
1590,Poland,2014,545000000000,5934,36059630,16.4561,15113.85
1591,Poland,2015,477000000000,5420,36086575,15.0194,13218.21
1592,Portugal,1985,27118476174,983,9313930,10.5541,2911.6
1593,Portugal,1986,38749715722,941,9349248,10.065,4144.69
1594,Portugal,1987,48187667853,960,9378989,10.2356,5137.83
1595,Portugal,1988,56352797354,819,9400481,8.7123,5994.67
1596,Portugal,1989,60600056659,747,9415270,7.9339,6436.36
1597,Portugal,1990,78721607509,870,9420814,9.2349,8356.14
1598,Portugal,1991,89242382961,942,9410507,10.0101,9483.27
1599,Portugal,1992,108000000000,866,9401557,9.2112,11487.46
1600,Portugal,1993,95019103603,780,9410082,8.289,10097.59
1601,Portugal,1994,99698453261,762,9436009,8.0754,10565.74
1602,Portugal,1995,118000000000,809,9473844,8.5393,12455.35
1603,Portugal,1996,123000000000,653,9515960,6.8622,12925.65
1604,Portugal,1997,117000000000,628,9564579,6.5659,12232.63
1605,Portugal,1998,124000000000,556,9617110,5.7814,12893.69
1606,Portugal,1999,127000000000,545,9671357,5.6352,13131.56
1607,Portugal,2000,118000000000,524,9740085,5.3798,12114.88
1608,Portugal,2001,122000000000,761,9809536,7.7578,12436.88
1609,Portugal,2002,134000000000,1210,9859832,12.272,13590.5
1610,Portugal,2003,165000000000,1156,9895009,11.6827,16675.07
1611,Portugal,2007,240000000000,1020,10005713,10.1942,23986.3
1612,Portugal,2008,262000000000,1038,10030640,10.3483,26119.97
1613,Portugal,2009,244000000000,1025,10049918,10.1991,24278.81
1614,Portugal,2010,238000000000,1099,10066628,10.9173,23642.47
1615,Portugal,2011,245000000000,1017,10062815,10.1065,24347.06
1616,Portugal,2012,216000000000,1076,10029396,10.7285,21536.69
1617,Portugal,2013,226000000000,1052,9985074,10.5357,22633.78
1618,Portugal,2014,230000000000,1222,9944433,12.2883,23128.52
1619,Puerto Rico,1985,20289200000,269,3082500,8.7267,6582.06
1620,Puerto Rico,1986,22009300000,310,3143200,9.8626,7002.2
1621,Puerto Rico,1987,24025800000,272,3189400,8.5282,7533.02
1622,Puerto Rico,1988,26385800000,314,3235600,9.7045,8154.84
1623,Puerto Rico,1989,28161200000,327,3283800,9.958,8575.8
1624,Puerto Rico,1990,30603919000,371,3204000,11.5793,9551.78
1625,Puerto Rico,1991,32287031000,355,3237200,10.9663,9973.75
1626,Puerto Rico,1992,34630430000,314,3287900,9.5502,10532.69
1627,Puerto Rico,1993,36922456000,345,3312472,10.4152,11146.5
1628,Puerto Rico,1994,39690630000,355,3343624,10.6172,11870.54
1629,Puerto Rico,1995,42647331000,289,3375154,8.5626,12635.67
1630,Puerto Rico,1996,45340835000,331,3401823,9.7301,13328.39
1631,Puerto Rico,1997,48187039000,273,3432757,7.9528,14037.42
1632,Puerto Rico,1998,54086400000,321,3464834,9.2645,15610.1
1633,Puerto Rico,1999,57841000000,289,3492721,8.2744,16560.44
1634,Puerto Rico,2000,61701800000,305,3511947,8.6846,17569.11
1635,Puerto Rico,2001,69208400000,289,3522212,8.2051,19649.13
1636,Puerto Rico,2002,71623500000,239,3523951,6.7822,20324.77
1637,Puerto Rico,2003,74827400000,262,3519026,7.4452,21263.67
1638,Puerto Rico,2004,80322313000,279,3511462,7.9454,22874.32
1639,Puerto Rico,2005,83914521300,289,3504599,8.2463,23944.11
1640,Puerto Rico,2006,87276164400,265,3499036,7.5735,24942.92
1641,Puerto Rico,2007,89524131600,271,3493631,7.757,25624.95
1642,Puerto Rico,2008,93639316000,300,3488811,8.5989,26839.89
1643,Puerto Rico,2009,96385638000,330,3484474,9.4706,27661.46
1644,Puerto Rico,2010,98381268000,286,3480379,8.2175,28267.4
1645,Puerto Rico,2011,100000000000,258,3475298,7.4238,28774.51
1646,Puerto Rico,2012,102000000000,248,3472672,7.1415,29372.2
1647,Puerto Rico,2013,102000000000,241,3471665,6.9419,29380.72
1648,Puerto Rico,2014,102000000000,220,3470956,6.3383,29386.72
1649,Puerto Rico,2015,103000000000,226,3469521,6.5139,29687.1
1650,Qatar,1995,8137911978,0,463449,0.0,17559.46
1651,Qatar,2001,17538461538,23,539483,4.2633,32509.76
1652,Qatar,2004,31734065934,21,697191,3.0121,45517.03
1653,Qatar,2005,44530494505,17,796618,2.134,55899.43
1654,Qatar,2006,60882142857,29,940090,3.0848,64762.04
1655,Qatar,2007,79712087912,41,1115479,3.6756,71459.96
1656,Qatar,2008,115000000000,33,1310465,2.5182,87755.11
1657,Qatar,2009,97798351648,44,1506649,2.9204,64911.17
1658,Qatar,2010,125000000000,47,1689592,2.7817,73982.36
1659,Qatar,2011,168000000000,50,1854081,2.6968,90610.93
1660,Qatar,2012,187000000000,43,2003149,2.1466,93353.02
1661,Qatar,2013,199000000000,37,2135349,1.7327,93193.2
1662,Qatar,2014,206000000000,55,2251682,2.4426,91487.16
1663,Qatar,2015,165000000000,66,2354147,2.8036,70089.08
1664,Qatar,2016,152000000000,68,2213121,3.0726,68681.29
1665,Republic of Serbia,1998,18284194680,1460,7179002,20.3371,2546.9
1666,Republic of Serbia,1999,18409364147,1571,7162831,21.9327,2570.12
1667,Republic of Serbia,2000,6540247190,1543,7149140,21.583,914.83
1668,Republic of Serbia,2001,12267175481,1442,7142410,20.1893,1717.51
1669,Republic of Serbia,2002,16116843146,1446,7138113,20.2575,2257.86
1670,Republic of Serbia,2003,21188704081,1378,7111975,19.3758,2979.3
1671,Republic of Serbia,2004,24861483281,1345,7086364,18.9801,3508.36
1672,Republic of Serbia,2005,26252007830,1437,7058982,20.357,3718.95
1673,Republic of Serbia,2006,30607991862,1443,7031811,20.521,4352.79
1674,Republic of Serbia,2007,40289556656,1353,7009610,19.3021,5747.76
1675,Republic of Serbia,2008,49259526053,1289,6988532,18.4445,7048.62
1676,Republic of Serbia,2009,42616653300,1373,6968240,19.7037,6115.84
1677,Republic of Serbia,2010,39460357731,1207,6944871,17.3797,5681.94
1678,Republic of Serbia,2011,46466728667,1256,6900027,18.2028,6734.28
1679,Republic of Serbia,2012,40742313861,1243,6867174,18.1006,5932.91
1680,Republic of Serbia,2013,45519650911,1197,6832840,17.5183,6661.89
1681,Republic of Serbia,2014,44210806366,1134,6801810,16.672,6499.86
1682,Republic of Serbia,2015,37160332465,1062,6766406,15.6952,5491.89
1683,Romania,1989,42105263158,2529,21344500,11.8485,1972.65
1684,Romania,1990,38995454545,2079,21401900,9.7141,1822.06
1685,Romania,1991,28998684211,2161,21458000,10.0708,1351.42
1686,Romania,1992,25121666667,2650,21227100,12.484,1183.47
1687,Romania,1993,26362894737,2774,21307600,13.0188,1237.25
1688,Romania,1994,30074440483,2887,21386000,13.4995,1406.27
1689,Romania,1995,37662075750,2793,21451300,13.0202,1755.7
1690,Romania,1996,37182938696,2828,21397300,13.2166,1737.74
1691,Romania,1997,35838588170,2859,21369000,13.3792,1677.13
1692,Romania,1998,41976002704,2838,21338400,13.3,1967.16
1693,Romania,1999,36183003978,2736,21310800,12.8386,1697.87
1694,Romania,2000,37438527800,2836,21290400,13.3206,1758.47
1695,Romania,2001,40716836998,2720,21272887,12.7862,1914.02
1696,Romania,2002,46174557556,3067,20700580,14.816,2230.59
1697,Romania,2003,59867801205,2894,20656841,14.0099,2898.21
1698,Romania,2004,76216441462,2720,20610767,13.197,3697.89
1699,Romania,2005,99697566668,2603,20569960,12.6544,4846.76
1700,Romania,2006,124000000000,2721,20526561,13.256,6040.95
1701,Romania,2007,176000000000,2430,20475026,11.8681,8595.84
1702,Romania,2008,214000000000,2472,20433803,12.0976,10472.84
1703,Romania,2009,173000000000,2586,20390882,12.6821,8484.18
1704,Romania,2010,167000000000,2766,20348649,13.593,8206.93
1705,Romania,2011,184000000000,2536,20291701,12.4977,9067.75
1706,Romania,2012,172000000000,2495,19041594,13.1029,9032.86
1707,Romania,2013,192000000000,2407,19003345,12.6662,10103.48
1708,Romania,2014,199000000000,2209,18952235,11.6556,10500.08
1709,Romania,2015,178000000000,2228,18863927,11.8109,9436.0
1710,Romania,2016,188000000000,1953,16644905,11.7333,11294.75
1711,Russia,1989,507000000000,37921,135443800,27.9976,3743.25
1712,Russia,1990,517000000000,39028,136398200,28.6133,3790.37
1713,Russia,1991,518000000000,39281,137283000,28.6132,3773.23
1714,Russia,1992,460000000000,45923,138118900,33.2489,3330.46
1715,Russia,1993,435000000000,55846,137692800,40.5584,3159.21
1716,Russia,1994,395000000000,61420,138476200,44.3542,2852.48
1717,Russia,1995,396000000000,60548,139087100,43.5324,2847.14
1718,Russia,1996,392000000000,57511,139272600,41.2938,2814.62
1719,Russia,1997,405000000000,54746,139283200,39.3055,2907.74
1720,Russia,1998,271000000000,51518,139122100,37.0308,1947.93
1721,Russia,1999,196000000000,56974,138717800,41.0719,1412.94
1722,Russia,2000,260000000000,56619,138205695,40.9672,1881.25
1723,Russia,2001,307000000000,56958,137521509,41.4175,2232.38
1724,Russia,2002,345000000000,55024,136590900,40.2838,2525.79
1725,Russia,2003,430000000000,51445,137019868,37.5456,3138.23
1726,Russia,2004,591000000000,49096,137071699,35.8178,4311.61
1727,Russia,2005,764000000000,45802,136162191,33.6378,5610.96
1728,Russia,2006,990000000000,42614,135357462,31.4826,7313.97
1729,Russia,2007,1300000000000,41149,134778964,30.5307,9645.42
1730,Russia,2008,1660000000000,38211,134385949,28.4338,12352.48
1731,Russia,2009,1220000000000,37408,134085433,27.8986,9098.68
1732,Russia,2010,1520000000000,33356,134865987,24.7327,11270.45
1733,Russia,2011,2050000000000,31038,134745874,23.0345,15213.82
1734,Russia,2012,2210000000000,29643,134668522,22.0118,16410.66
1735,Russia,2013,2300000000000,28690,134713962,21.297,17073.21
1736,Russia,2014,2060000000000,26541,134713962,19.7017,15291.66
1737,Russia,2015,1370000000000,25432,137018943,18.5609,9998.62
1738,Saint Kitts and Nevis,1990,208740444,0,39100,0.0,5338.63
1739,Saint Kitts and Nevis,1991,209880963,0,39100,0.0,5367.8
1740,Saint Kitts and Nevis,1992,229434519,0,39100,0.0,5867.89
1741,Saint Lucia,1986,289689704,5,110000,4.5455,2633.54
1742,Saint Lucia,1987,319998987,11,111300,9.8832,2875.1
1743,Saint Lucia,1988,366541091,10,113000,8.8496,3243.73
1744,Saint Lucia,1989,415518112,8,118566,6.7473,3504.53
1745,Saint Lucia,1990,483962431,3,120537,2.4889,4015.05
1746,Saint Lucia,1991,513753818,6,122496,4.8981,4194.05
1747,Saint Lucia,1992,566894749,11,124223,8.855,4563.52
1748,Saint Lucia,1993,574870405,8,125846,6.357,4568.05
1749,Saint Lucia,1994,600005564,6,127557,4.7038,4703.82
1750,Saint Lucia,1995,640449501,10,129466,7.724,4946.85
1751,Saint Lucia,1996,662196185,7,131621,5.3183,5031.08
1752,Saint Lucia,1997,676949594,9,133967,6.7181,5053.11
1753,Saint Lucia,1998,737554872,8,136400,5.8651,5407.29
1754,Saint Lucia,1999,775934813,8,138813,5.7631,5589.78
1755,Saint Lucia,2000,784159229,14,141100,9.922,5557.47
1756,Saint Lucia,2001,743808076,7,143166,4.8894,5195.42
1757,Saint Lucia,2002,748346606,12,145168,8.2663,5155.04
1758,Saint Lucia,2003,823837141,10,147127,6.7968,5599.5
1759,Saint Lucia,2004,893107211,8,149121,5.3648,5989.14
1760,Saint Lucia,2005,951207366,4,151169,2.646,6292.34
1761,Saint Lucia,2006,1134193630,2,153460,1.3033,7390.81
1762,Saint Lucia,2008,1282215407,0,157876,0.0,8121.66
1763,Saint Lucia,2009,1262973407,13,159820,8.1342,7902.47
1764,Saint Lucia,2010,1381968259,4,161503,2.4767,8556.92
1765,Saint Lucia,2011,1437684815,8,162892,4.9112,8826.0
1766,Saint Lucia,2012,1436803333,10,163940,6.0998,8764.2
1767,Saint Lucia,2013,1489928889,14,164790,8.4957,9041.38
1768,Saint Lucia,2014,1551921037,14,165596,8.4543,9371.73
1769,Saint Vincent and the Grenadines,1985,145641704,2,89800,2.2272,1621.85
1770,Saint Vincent and the Grenadines,1986,160846667,0,90800,0.0,1771.44
1771,Saint Vincent and the Grenadines,1987,175580630,0,92036,0.0,1907.74
1772,Saint Vincent and the Grenadines,1990,240365259,5,94141,5.3112,2553.25
1773,Saint Vincent and the Grenadines,1995,316008481,7,95974,7.2936,3292.65
1774,Saint Vincent and the Grenadines,1996,331489704,8,96095,8.3251,3449.6
1775,Saint Vincent and the Grenadines,1997,347770000,3,96255,3.1167,3613.01
1776,Saint Vincent and the Grenadines,1998,373619852,10,96449,10.3682,3873.76
1777,Saint Vincent and the Grenadines,1999,390719148,6,96685,6.2057,4041.16
1778,Saint Vincent and the Grenadines,2000,396270000,5,96956,5.157,4087.11
1779,Saint Vincent and the Grenadines,2001,430040370,8,97341,8.2185,4417.87
1780,Saint Vincent and the Grenadines,2002,461883444,7,97799,7.1575,4722.78
1781,Saint Vincent and the Grenadines,2003,481806296,4,98292,4.0695,4901.79
1782,Saint Vincent and the Grenadines,2004,521975111,4,98740,4.051,5286.36
1783,Saint Vincent and the Grenadines,2005,550728667,8,99118,8.0712,5556.29
1784,Saint Vincent and the Grenadines,2006,610930037,6,99463,6.0324,6142.28
1785,Saint Vincent and the Grenadines,2007,651833333,11,99689,11.0343,6538.67
1786,Saint Vincent and the Grenadines,2008,695428852,4,99826,4.007,6966.41
1787,Saint Vincent and the Grenadines,2009,674922481,1,99927,1.0007,6754.16
1788,Saint Vincent and the Grenadines,2010,681225963,5,100050,4.9975,6808.86
1789,Saint Vincent and the Grenadines,2011,676129407,5,100037,4.9982,6758.79
1790,Saint Vincent and the Grenadines,2012,692933741,10,100167,9.9833,6917.78
1791,Saint Vincent and the Grenadines,2013,721207148,0,100398,0.0,7183.48
1792,Saint Vincent and the Grenadines,2014,725185185,2,100676,1.9866,7203.16
1793,Saint Vincent and the Grenadines,2015,756666667,3,100948,2.9718,7495.61
1794,San Marino,1999,1215640315,2,25192,7.939,48255.01
1795,San Marino,2000,1101897918,1,25369,3.9418,43434.82
1796,San Marino,2005,1958711603,1,28264,3.5381,69300.58
1797,Seychelles,1985,168887539,8,57300,13.9616,2947.43
1798,Seychelles,1986,207850624,1,57400,1.7422,3621.09
1799,Seychelles,1987,249267040,3,58300,5.1458,4275.59
1800,Seychelles,2001,622262057,6,75363,7.9615,8256.86
1801,Seychelles,2002,697518248,5,76904,6.5016,9069.99
1802,Seychelles,2003,705704816,8,78402,10.2038,9001.11
1803,Seychelles,2004,839319927,6,79735,7.5249,10526.37
1804,Seychelles,2005,919103255,5,80900,6.1805,11360.98
1805,Seychelles,2006,1016418229,8,81691,9.793,12442.23
1806,Seychelles,2007,1033561654,6,82331,7.2877,12553.74
1807,Seychelles,2008,967199594,4,82900,4.8251,11667.06
1808,Seychelles,2009,847397850,4,83429,4.7945,10157.11
1809,Seychelles,2010,969936525,6,83885,7.1526,11562.69
1810,Seychelles,2011,1065826670,5,80717,6.1945,13204.49
1811,Seychelles,2012,1059498884,3,81224,3.6935,13044.16
1812,Seychelles,2013,1328091524,9,82541,10.9037,16090.08
1813,Seychelles,2014,1342997306,4,83845,4.7707,16017.62
1814,Seychelles,2015,1375604279,7,85949,8.1444,16004.89
1815,Singapore,1985,19138296376,324,2350500,13.7843,8142.22
1816,Singapore,1986,18569292305,326,2379300,13.7015,7804.52
1817,Singapore,1987,20897630201,301,2407800,12.501,8679.14
1818,Singapore,1988,25337226971,366,2393400,15.2921,10586.29
1819,Singapore,1989,30423573842,394,2431100,16.2067,12514.32
1820,Singapore,1990,36152027893,354,2511800,14.0935,14392.88
1821,Singapore,1991,45474442836,296,2559300,11.5657,17768.31
1822,Singapore,1992,52156414979,277,2604000,10.6375,20029.35
1823,Singapore,1993,60644572348,270,2655800,10.1664,22834.77
1824,Singapore,1994,73777792327,316,2712200,11.6511,27202.19
1825,Singapore,1995,87890009877,364,2765300,13.1631,31783.17
1826,Singapore,1996,96403758865,239,2823100,8.4659,34148.19
1827,Singapore,1997,100000000000,303,2880000,10.5208,34722.22
1828,Singapore,1998,85707636233,328,2940200,11.1557,29150.27
1829,Singapore,1999,86283126844,277,2997100,9.2423,28788.87
1830,Singapore,2000,95833932715,309,3047600,10.1391,31445.71
1831,Singapore,2001,89286208629,305,3103000,9.8292,28774.16
1832,Singapore,2002,91941192896,321,3165200,10.1415,29047.51
1833,Singapore,2003,97001377569,320,3226200,9.9188,30066.76
1834,Singapore,2004,114000000000,335,3281400,10.2091,34741.27
1835,Singapore,2005,127000000000,359,3342400,10.7408,37996.65
1836,Singapore,2006,148000000000,372,3411900,10.903,43377.59
1837,Singapore,2007,180000000000,328,3389600,9.6767,53103.61
1838,Singapore,2008,192000000000,319,3448900,9.2493,55669.92
1839,Singapore,2009,192000000000,349,3536100,9.8696,54297.11
1840,Singapore,2010,236000000000,296,3576800,8.2756,65980.76
1841,Singapore,2011,276000000000,308,3600900,8.5534,76647.5
1842,Singapore,2012,291000000000,392,3631600,10.7941,80129.97
1843,Singapore,2013,304000000000,357,3661456,9.7502,83027.08
1844,Singapore,2014,312000000000,355,3689370,9.6222,84567.28
1845,Singapore,2015,304000000000,329,3719115,8.8462,81739.88
1846,Slovakia,1992,15431288006,796,4909228,16.2144,3143.32
1847,Slovakia,1993,16452201101,738,4935260,14.9536,3333.6
1848,Slovakia,1994,20079363626,691,4974858,13.8898,4036.17
1849,Slovakia,1995,25733043137,735,5005232,14.6846,5141.23
1850,Slovakia,1996,27821913815,672,5032436,13.3534,5528.52
1851,Slovakia,1997,27660149541,630,5058389,12.4546,5468.17
1852,Slovakia,1998,29828899206,673,5081100,13.2452,5870.56
1853,Slovakia,1999,30415095887,692,5098200,13.5734,5965.85
1854,Slovakia,2000,29114875622,729,5111813,14.2611,5695.61
1855,Slovakia,2001,30703017450,692,5100256,13.5679,6019.9
1856,Slovakia,2002,35083608131,717,5107584,14.0379,6868.92
1857,Slovakia,2003,46731767494,753,5113982,14.7243,9138.04
1858,Slovakia,2004,57240535138,676,5121210,13.2,11177.15
1859,Slovakia,2005,62697540107,679,5126946,13.2438,12229.02
1860,Slovakia,2006,70596729394,0,5129369,0.0,13763.24
1861,Slovakia,2007,86304245825,0,5132660,0.0,16814.72
1862,Slovakia,2008,100000000000,591,5137067,11.5046,19466.36
1863,Slovakia,2009,88945625174,601,5141744,11.6886,17298.73
1864,Slovakia,2010,89501012916,631,5147562,12.2582,17387.07
1865,Slovakia,2012,93413992956,571,5116922,11.1591,18255.9
1866,Slovakia,2013,98478349315,616,5122209,12.0261,19225.76
1867,Slovakia,2014,101000000000,554,5129686,10.7999,19689.31
1868,Slovenia,1995,21273055398,564,1884000,29.9363,11291.43
1869,Slovenia,1996,21480023017,607,1893100,32.0638,11346.48
1870,Slovenia,1997,20749140606,593,1883900,31.4773,11013.93
1871,Slovenia,1998,22125435372,612,1880300,32.548,11766.97
1872,Slovenia,1999,22689994990,590,1884400,31.3097,12040.97
1873,Slovenia,2000,20342201356,588,1886483,31.1691,10783.14
1874,Slovenia,2001,20875387068,581,1901330,30.5576,10979.36
1875,Slovenia,2002,23563576758,540,1906124,28.3297,12362.04
1876,Slovenia,2003,29697448108,562,1907589,29.4613,15568.05
1877,Slovenia,2004,34470227454,512,1907862,26.8363,18067.46
1878,Slovenia,2005,36346974008,503,1911817,26.31,19011.74
1879,Slovenia,2006,39587732029,529,1918570,27.5726,20633.98
1880,Slovenia,2007,48114688201,434,1927332,22.5182,24964.4
1881,Slovenia,2008,55589849128,408,1943758,20.9903,28599.16
1882,Slovenia,2009,50244793832,447,1942037,23.0171,25872.21
1883,Slovenia,2010,48013606745,414,1944774,21.2878,24688.53
1884,Slovenia,2011,51290792018,435,1944561,22.3701,26376.54
1885,Slovenia,2012,46352802766,440,1945988,22.6106,23819.68
1886,Slovenia,2013,48116256926,446,1948276,22.892,24696.84
1887,Slovenia,2014,49904928335,388,1951786,19.8792,25568.85
1888,Slovenia,2015,43072415017,422,1954632,21.5897,22036.07
1889,South Africa,1996,148000000000,143,37773652,0.3786,3918.07
1890,South Africa,1997,153000000000,104,38528157,0.2699,3971.12
1891,South Africa,1998,138000000000,180,39232468,0.4588,3517.49
1892,South Africa,1999,137000000000,279,39907560,0.6991,3432.93
1893,South Africa,2000,136000000000,267,40568559,0.6581,3352.35
1894,South Africa,2001,122000000000,384,41185599,0.9324,2962.2
1895,South Africa,2002,116000000000,236,41803868,0.5645,2774.86
1896,South Africa,2003,175000000000,256,42415309,0.6036,4125.87
1897,South Africa,2004,229000000000,383,43005874,0.8906,5324.85
1898,South Africa,2005,258000000000,458,43566107,1.0513,5922.03
1899,South Africa,2006,272000000000,514,44079057,1.1661,6170.73
1900,South Africa,2007,299000000000,417,44577435,0.9355,6707.43
1901,South Africa,2008,287000000000,441,43680586,1.0096,6570.42
1902,South Africa,2009,297000000000,372,45607048,0.8157,6512.15
1903,South Africa,2010,375000000000,393,46176200,0.8511,8121.07
1904,South Africa,2011,417000000000,358,46806739,0.7648,8908.97
1905,South Africa,2012,396000000000,487,47484256,1.0256,8339.61
1906,South Africa,2013,367000000000,587,48192699,1.218,7615.26
1907,South Africa,2014,351000000000,580,48912129,1.1858,7176.13
1908,South Africa,2015,318000000000,482,49627460,0.9712,6407.74
1909,South Korea,1985,100000000000,3689,36716700,10.0472,2723.56
1910,South Korea,1986,116000000000,3458,37540400,9.2114,3090.0
1911,South Korea,1987,146000000000,3301,38114900,8.6607,3830.52
1912,South Korea,1988,197000000000,2949,38700500,7.6201,5090.37
1913,South Korea,1989,244000000000,3023,39171500,7.7173,6229.02
1914,South Korea,1990,279000000000,3159,39589500,7.9794,7047.32
1915,South Korea,1991,326000000000,3069,39993700,7.6737,8151.28
1916,South Korea,1992,350000000000,3533,40371200,8.7513,8669.55
1917,South Korea,1993,386000000000,4124,40754800,10.1191,9471.28
1918,South Korea,1994,456000000000,4212,41145300,10.2369,11082.68
1919,South Korea,1995,556000000000,4841,42076400,11.5053,13214.06
1920,South Korea,1996,598000000000,5857,42507100,13.7789,14068.24
1921,South Korea,1997,558000000000,6024,42956100,14.0236,12990.01
1922,South Korea,1998,374000000000,8569,43395700,19.7462,8618.37
1923,South Korea,1999,485000000000,7075,43817300,16.1466,11068.69
1924,South Korea,2000,562000000000,6444,44271743,14.5556,12694.33
1925,South Korea,2001,533000000000,6911,44710865,15.4571,11921.04
1926,South Korea,2002,609000000000,8611,45110041,19.0889,13500.32
1927,South Korea,2003,681000000000,10898,45455888,23.9749,14981.56
1928,South Korea,2004,765000000000,11492,45779970,25.1027,16710.36
1929,South Korea,2005,898000000000,12011,46151884,26.0249,19457.49
1930,South Korea,2006,1010000000000,10653,46513964,22.9028,21713.91
1931,South Korea,2007,1120000000000,12174,46814207,26.0049,23924.36
1932,South Korea,2008,1000000000000,12858,47101747,27.2984,21230.64
1933,South Korea,2009,902000000000,15402,47380017,32.5074,19037.56
1934,South Korea,2010,1090000000000,15558,47598615,32.6858,22899.83
1935,South Korea,2011,1200000000000,15906,47798017,33.2775,25105.64
1936,South Korea,2012,1220000000000,14159,48020985,29.485,25405.56
1937,South Korea,2013,1310000000000,14426,48248224,29.8995,27151.26
1938,South Korea,2014,1410000000000,13834,48465917,28.5438,29092.61
1939,South Korea,2015,1380000000000,13510,48671752,27.7574,28353.2
1940,Spain,1985,180000000000,2514,35997000,6.9839,5000.42
1941,Spain,1986,251000000000,2755,36223000,7.6057,6929.3
1942,Spain,1987,318000000000,2804,36425700,7.6979,8730.1
1943,Spain,1988,375000000000,2960,36597300,8.088,10246.66
1944,Spain,1989,414000000000,2987,36740400,8.13,11268.25
1945,Spain,1990,535000000000,2939,36861400,7.9731,14513.83
1946,Spain,1991,576000000000,2916,36958100,7.89,15585.22
1947,Spain,1992,629000000000,2786,37000900,7.5295,16999.59
1948,Spain,1993,524000000000,3037,37122100,8.1811,14115.58
1949,Spain,1994,529000000000,3171,37203100,8.5235,14219.25
1950,Spain,1995,613000000000,3157,37275300,8.4694,16445.21
1951,Spain,1996,641000000000,3320,37341200,8.891,17166.03
1952,Spain,1997,589000000000,3373,37405000,9.0175,15746.56
1953,Spain,1998,617000000000,3261,37458900,8.7055,16471.39
1954,Spain,1999,633000000000,3220,37789271,8.5209,16750.79
1955,Spain,2000,595000000000,3394,38319996,8.857,15527.14
1956,Spain,2001,626000000000,3189,38713504,8.2374,16170.07
1957,Spain,2002,705000000000,3372,39340611,8.5713,17920.41
1958,Spain,2003,907000000000,3478,39947556,8.7064,22704.77
1959,Spain,2004,1070000000000,3508,40555823,8.6498,26383.39
1960,Spain,2005,1160000000000,3399,41195479,8.2509,28158.43
1961,Spain,2006,1260000000000,3247,41808848,7.7663,30137.16
1962,Spain,2007,1480000000000,3264,42547327,7.6715,34784.79
1963,Spain,2008,1640000000000,3457,43199484,8.0024,37963.42
1964,Spain,2009,1500000000000,3429,43490086,7.8846,34490.62
1965,Spain,2010,1430000000000,3158,43595356,7.2439,32801.66
1966,Spain,2011,1490000000000,3180,43642571,7.2865,34140.98
1967,Spain,2012,1340000000000,3539,44318859,7.9853,30235.44
1968,Spain,2013,1360000000000,3873,44227625,8.757,30750.01
1969,Spain,2014,1380000000000,3911,44172771,8.8539,31240.97
1970,Spain,2015,1200000000000,3604,44186528,8.1563,27157.6
1971,Sri Lanka,1985,5978460972,5668,13857000,40.9035,431.44
1972,Sri Lanka,1986,6405210564,5345,14101400,37.904,454.23
